job,kind,state,source,branch,gradient_l2,clip_coefficient,master_update_l2,bf16_l2,bf16_nonzero_fraction,bf16_fraction_above_1e5
density-s-pg250-draw45,density,s-pg250,raw/density-s-pg250-draw45/measurements.json,sampled_pg_draw3,370.54695963592974,0.002698713270468628,0.0034764516762807547,0.03401634365644009,0.002210186160466395,0.0005061011651026128
density-m-i64dr250-draw42,density,m-i64dr250,raw/density-m-i64dr250-draw42/measurements.json,zero_gradient,0.0,1.0,0.0035909957149928987,0.04150569384995101,0.0024942661958138345,0.0006225732763417803
density-m-i64dr250-draw42,density,m-i64dr250,raw/density-m-i64dr250-draw42/measurements.json,sampled_pg,128.70633828976014,0.007769625066786123,0.003787851984665665,0.042298949674874235,0.002607126142464599,0.0006527515601854249
density-m-i64dr250-draw42,density,m-i64dr250,raw/density-m-i64dr250-draw42/measurements.json,student_topk,100.68335958430767,0.009932127753747806,0.0037662646698397233,0.04216902172919053,0.0025920486245639782,0.0006488970347549678
density-m-i64dr250-draw42,density,m-i64dr250,raw/density-m-i64dr250-draw42/measurements.json,topk_intersection,100.21281362421956,0.00997876373146313,0.003764208200674876,0.042156510854510686,0.002590590391104235,0.0006484994932298725
density-m-i64dr250-draw42,density,m-i64dr250,raw/density-m-i64dr250-draw42/measurements.json,teacher_topk,99.61193090891206,0.010038957992647186,0.0037640409547499342,0.042157066836211655,0.0025903985947544083,0.0006484326551079632
density-m-i64dr250-draw42,density,m-i64dr250,raw/density-m-i64dr250-draw42/measurements.json,full_vocab,100.34056836490372,0.009966058657324818,0.0037642957387711853,0.042152234918320444,0.0025908246151314478,0.0006483716289966547
density-m-i64dr250-draw42,density,m-i64dr250,raw/density-m-i64dr250-draw42/measurements.json,sampled_pg_draw1,158.07316499209622,0.006326184420510694,0.0037662336947154765,0.042139800509906185,0.0025921852068130974,0.0006485041428383532
density-m-i64dr250-draw42,density,m-i64dr250,raw/density-m-i64dr250-draw42/measurements.json,sampled_pg_draw2,157.46215217129443,0.006350732413217765,0.003761704607206342,0.04211885081026108,0.002589153080882655,0.0006477125469945229
density-m-i64dr250-draw42,density,m-i64dr250,raw/density-m-i64dr250-draw42/measurements.json,sampled_pg_draw3,66.75844543694866,0.014979377942002738,0.0037489776989525834,0.04208897831996134,0.0025836316708118855,0.000645862002819225
density-m-i64dr250-draw43,density,m-i64dr250,raw/density-m-i64dr250-draw43/measurements.json,zero_gradient,0.0,1.0,0.0035909957149928987,0.04150569384995101,0.0024942661958138345,0.0006225732763417803
density-m-i64dr250-draw43,density,m-i64dr250,raw/density-m-i64dr250-draw43/measurements.json,sampled_pg,158.32365350562603,0.0063161755779485565,0.0037756492729014925,0.04224000390625075,0.002597910618455955,0.0006503465501988098
density-m-i64dr250-draw43,density,m-i64dr250,raw/density-m-i64dr250-draw43/measurements.json,student_topk,68.5445337642049,0.01458905518054835,0.003822012843345926,0.04268351752997254,0.002631585407877047,0.0006611528215088954
density-m-i64dr250-draw43,density,m-i64dr250,raw/density-m-i64dr250-draw43/measurements.json,topk_intersection,53.91491414818591,0.0185477431848216,0.0038140331297225488,0.04251312916728788,0.002621208062949301,0.000657755120111662
density-m-i64dr250-draw43,density,m-i64dr250,raw/density-m-i64dr250-draw43/measurements.json,teacher_topk,43.77557722929328,0.02284378734558509,0.003785217218377806,0.04235019964194576,0.0026039277930309736,0.0006527201753281805
density-m-i64dr250-draw43,density,m-i64dr250,raw/density-m-i64dr250-draw43/measurements.json,full_vocab,80.08860541592095,0.01248617056472103,0.00373671504451607,0.042030773788439675,0.002568926702790777,0.0006425811228350679
density-m-i64dr250-draw43,density,m-i64dr250,raw/density-m-i64dr250-draw43/measurements.json,sampled_pg_draw1,372.4359067667472,0.0026850257430770874,0.0037423807819190144,0.042166270395463244,0.0025800119506097013,0.0006460834404231158
