geometry_id,seed,raw_proposal_adamw_mse_ratio,adamw_proposal_adamw_mse_ratio,adamw_vs_raw_mse_ratio,proposal_l1_distance,metric_squared_min,metric_squared_max,raw_scale_task_1,adamw_scale_task_1,raw_prob_task_1,adamw_prob_task_1,raw_scale_task_2,adamw_scale_task_2,raw_prob_task_2,adamw_prob_task_2,raw_scale_task_3,adamw_scale_task_3,raw_prob_task_3,adamw_prob_task_3,raw_scale_task_4,adamw_scale_task_4,raw_prob_task_4,adamw_prob_task_4
10,20260902,0.9724894153440986,0.9085900456301405,0.9342929920822342,0.2315889098374657,0.03772746048684126,43.275950235197584,10.548757738202369,22.746548664460768,0.26839095270609026,0.34552767529042294,9.754696144599876,18.883419870835205,0.24818772566235237,0.2868454579967525,10.157976935807774,15.678405752361561,0.2584483571458467,0.2381602225368597,8.842270114089116,8.522962219155803,0.22497296448571066,0.12946664417596476
11,20260902,0.9727900161171912,0.9401222691941756,0.9664185010312851,0.1495363907437577,0.0258566950215235,43.875407477528555,11.904519968625346,27.282305921258818,0.25495566554842347,0.24455827346441275,12.318045697312328,37.77115803430229,0.2638120266328394,0.33858022200471827,12.568882491241892,28.59675769867511,0.2691841257942414,0.25634100393319875,9.901061864192492,17.90726333605932,0.2120481820244957,0.1605205005976702
12,20260902,0.9619421881070023,0.9561946475786637,0.9940250665794697,0.06806879358656448,0.03613570904381695,54.1632901267535,11.779563559396308,37.62952865905695,0.2956357255982951,0.315013900946669,10.276705838226091,31.329086958919298,0.2579179926255187,0.2622700375932351,6.209270088397053,19.846054114096813,0.1558361698854936,0.1661403463626856,11.579318693949572,30.648879923907128,0.29061011189069247,0.2565757150974103
13,20260902,0.8840624112886778,0.8249693134058139,0.933157323365072,0.23199990810317606,0.018876945455120777,31.572858395882935,7.147613668864214,5.292308016010783,0.184193177435002,0.09169318620403519,10.099359682146847,18.024138111957694,0.26025933074936025,0.31228164480735254,12.912534351193978,22.898416547818965,0.3327545165522312,0.39673215654582694,8.645478282612231,11.502708662985405,0.22279297526340652,0.1992930124427853
14,20260902,0.8883256777057376,0.7798522038337075,0.877889971443601,0.3285897298253737,0.027679039569069596,44.68875771744652,12.76312300263132,9.765031265279905,0.2859512904916328,0.2000506981682018,13.93918016634947,23.081208651275624,0.31230025411031787,0.4728517277431651,8.99138449850385,10.015933727331078,0.20144740437928602,0.20519079565912562,8.940218270438658,5.950609089165921,0.20030105101876333,0.12190677842950744
15,20260902,0.9396081252366546,0.795705780642189,0.8468485523598238,0.31590382774119674,0.027004921308248407,33.29583897228381,6.785596015104967,5.198617701163819,0.19225526753987474,0.06551395773546052,9.313961151721154,33.44520488939982,0.2638910552726812,0.4214827605206337,8.399035903147055,18.911702038505908,0.23796861632228655,0.23832882494493238,10.796127859832295,21.795775168072467,0.3058850608651575,0.27467445679897334
16,20260902,1.0036127634267862,0.8926698907588242,0.8894564948644604,0.27603753836949935,0.027296256484775516,42.72428119302627,14.256649854712087,35.49643826214876,0.33995456352280806,0.32670847335809816,9.216291143495786,36.02056212337284,0.21976553151795877,0.331532498385242,8.163533255187158,24.00200725267902,0.19466216908271852,0.22091397140018498,10.300453161187495,13.129653650855913,0.2456177358765146,0.12084505685647483
17,20260902,0.9397575869795143,0.9017110627472796,0.9595145335782599,0.17245334560012632,0.027018108652677533,39.9061720675686,6.289251328425567,12.909437785007038,0.16654779845868556,0.12687353688796948,10.281717287902893,36.47756381777147,0.27227364423095984,0.358500317031023,10.784273626797047,25.135944497532595,0.28558200916558735,0.24703524929067366,10.407198249209795,27.227490607433477,0.27559654814476725,0.2675908967903338
18,20260902,0.9588114854535741,0.7767346936887414,0.810101574160118,0.4117676026235054,0.025483560365881334,35.48698926492193,4.738722998779785,4.586015233058892,0.1765586213403464,0.08892284198251794,5.523035595418622,10.966333818696963,0.20578108291872477,0.2126372285591163,7.02153233341053,23.75661335542713,0.26161311154985273,0.4606407672212139,9.55608379567405,12.264009517853928,0.3560471841910761,0.23779916223715178
19,20260902,0.8954574232273969,0.8392465492204947,0.9372266368574984,0.22746291644562117,0.023702253719517178,13.097840564322006,12.139371657286889,17.944423672834745,0.31945011333653744,0.36656737096438763,5.476495884056747,6.630683288720227,0.14411513875999155,0.13545111200886528,10.84056185395945,17.225725692558886,0.2852716607288605,0.3518858613238209,9.5444075131446,7.151761314153061,0.25116308717461044,0.1460956557029261
20,20260902,0.9291579174678924,0.8588543186078039,0.924336221498626,0.22582581918186959,0.05305987467684288,36.46975642087993,11.03596969184408,43.44943639686462,0.29332735689606176,0.39875774616316206,7.935728072858311,12.663016481793104,0.2109253836006542,0.11621499219886705,8.024383126388004,24.054915199850363,0.21328176489323444,0.220764285217069,10.627309605536857,28.79461903004118,0.2824654946100496,0.264262976420902
21,20260902,1.02033913099975,0.917540880414646,0.8992508985866492,0.27258008779053405,0.03653254623605995,44.374451808914095,11.063940396596205,25.406696445582853,0.2583065490747275,0.1534085601854238,12.00284084552034,41.21066210524615,0.28022678058292666,0.2488347255769633,9.543682717499516,38.79244949345809,0.2228135419980958,0.2342332792302803,10.222133340870629,60.204786179620385,0.23865312834425007,0.36352343500733253
22,20260902,0.9367089785722711,0.863644374411619,0.9219986080714023,0.24526128220452045,0.026630216729428922,16.74866655830736,10.43055384047169,8.783578178669963,0.2595808783584766,0.2546261209853731,11.375069173461558,13.995616197731541,0.2830866407092006,0.4057172818114608,11.62769832979969,7.040031933951041,0.2893737180115356,0.20408266272487885,6.748967530670513,4.676756052645207,0.16795876292078715,0.13557393447828717
